;estado;cidade;populacao;pib;pib_percapita
3194;MINAS GERAIS;Divino das Laranjeiras;5092;29345.26171875;5763.00976562
3195;MINAS GERAIS;Monte Siao;20135;178911.0;8885.5703125
3196;MARANHAO;Central do Maranhao;9246;23766.75390625;2570.48999023
3197;RORAIMA;Caroebe;7569;77312.140625;10214.30957031
3198;SAO PAULO;Itu;157384;4131263.25;26249.58007812
3199;PIAUI;Wall Ferraz;4636;16078.15722656;3468.11010742
3200;PERNAMBUCO;Lagoa Grande;22408;200862.234375;8963.86035156
3201;RIO GRANDE DO SUL;Doutor Ricardo;2101;26910.1171875;12808.24023438
3202;MINAS GERAIS;Ritapolis;5149;32851.6171875;6380.18994141
3203;SERGIPE;Tobias Barreto;49261;243702.859375;4947.18017578
3204;RIO GRANDE DO NORTE;Pau dos Ferros;27809;190029.671875;6833.39013672
3205;MINAS GERAIS;Ipaba;15422;59279.8671875;3843.85009766
3206;MARANHAO;Formosa da Serra Negra;17792;64831.62109375;3643.86010742
3207;MATO GROSSO;Porto dos Gauchos;6383;134702.203125;21103.26953125
3208;ALAGOAS;Monteiropolis;7292;22985.1328125;3152.10009766
3209;GOIAS;Guarani de Goias;4093;29066.02539062;7101.39990234
3210;RIO GRANDE DO NORTE;Lagoa de Velhos;2789;14934.08105469;5354.64013672
3211;PARAIBA;Serraria;6798;28761.53125;4230.87988281
3212;SAO PAULO;Lorena;82770;1190193.375;14379.53027344
3213;ACRE;Acrelandia;12241;151120.015625;12345.40039062
3214;PARANA;Bom Sucesso;6676;54343.4140625;8140.12011719
3215;MATO GROSSO DO SUL;Inocencia;7501;141434.296875;18855.390625
3216;MATO GROSSO DO SUL;Brasilandia;12538;197891.875;15783.37011719
3217;RIO GRANDE DO SUL;Aurea;3789;44621.8984375;11776.70019531
3218;MINAS GERAIS;Monte Alegre de Minas;19051;361592.75;18980.25
3219;SAO PAULO;Pedranopolis;2834;31103.59179688;10975.16015625
3220;SAO PAULO;Moji Mirim;88373;2281638.5;25818.26953125
3221;SAO PAULO;Arealva;7886;128288.984375;16267.94042969
3222;GOIAS;Mambai;7096;29512.58398438;4159.04980469
3223;RIO GRANDE DO SUL;Sao Joao da Urtiga;5123;59495.82421875;11613.46972656
3224;MARANHAO;Sao Bernardo;26615;89596.7578125;3366.39990234
3225;PIAUI;Sao Jose do Piaui;7028;26354.14453125;3749.87988281
3226;PARA;Bagre;20386;45750.63671875;2244.2199707
3227;PARANA;Goioxim;8240;74918.0859375;9092.0
3228;SAO PAULO;Adolfo;3710;68426.1484375;18443.7109375
3229;BAHIA;Cairu;14736;409264.625;27773.109375
3230;PERNAMBUCO;Escada;62604;327138.03125;5225.50976562
3231;RIO GRANDE DO SUL;Sao Jose das Missoes;3039;28139.48828125;9259.45996094
3232;SAO PAULO;Guariba;34508;502869.15625;14572.54003906
3233;MARANHAO;Tutoia;48424;135141.71875;2790.80004883
3234;MINAS GERAIS;Sao Jose do Divino;3881;23774.8359375;6125.95996094
3235;MINAS GERAIS;Descoberto;5126;33449.546875;6525.47021484
3236;MINAS GERAIS;Divinesia;3409;19550.94335938;5735.10009766
3237;MATO GROSSO;Colider;32096;338273.46875;10539.4296875
3238;PARANA;Grandes Rios;7839;53536.4375;6829.5
3239;SANTA CATARINA;Ipira;4771;42986.97265625;9010.04980469
3240;BAHIA;Mirante;8375;26649.9296875;3182.08007812
3241;AMAZONAS;Pauini;19111;69596.59375;3641.69995117
3242;RIO GRANDE DO SUL;Sertao;6644;121542.1953125;18293.52929688
3243;MINAS GERAIS;Cristalia;5961;28999.57617188;4864.87988281
3244;MINAS GERAIS;Urucuia;12203;67718.234375;5549.31005859
3245;PARA;Sao Joao da Ponta;5038;17295.59179688;3433.0300293
3246;SAO PAULO;Nova Campina;9267;137261.8125;14811.88964844
3247;MINAS GERAIS;Nanuque;41329;362926.0;8781.38964844
3248;PARANA;Pinhal de Sao Bento;2600;21329.3046875;8203.58007812
3249;MATO GROSSO DO SUL;Juti;5569;60655.3515625;10891.61035156
3250;MINAS GERAIS;Novo Oriente de Minas;10763;40001.7890625;3716.60009766
3251;SAO PAULO;Itobi;7708;67564.7734375;8765.54003906
3252;SAO PAULO;Ribeirao Bonito;11857;120750.140625;10183.87011719
3253;BAHIA;Gongogi;6170;26375.15234375;4274.74023438
3254;MINAS GERAIS;Igaratinga;9045;65943.7421875;7290.62988281
3255;SANTA CATARINA;Morro Grande;2775;71876.84375;25901.5703125
3256;BAHIA;Porto Seguro;122896;805236.4375;6552.18017578
3257;SANTA CATARINA;Ponte Alta do Norte;3677;56893.35546875;15472.75976562
3258;AMAZONAS;Tapaua;19884;87235.609375;4387.22998047
3259;GOIAS;Cacu;11343;163472.5625;14411.75976562
3260;TOCANTINS;Lagoa do Tocantins;3352;17725.50390625;5288.04003906
3261;PARANA;Sao Pedro do Parana;2561;30827.7265625;12037.37988281
3262;MINAS GERAIS;Guarda-Mor;6778;214778.015625;31687.51953125
3263;MINAS GERAIS;Divinopolis;216099;2819794.25;13048.62011719
3264;RIO GRANDE DO SUL;Sao Sebastiao do Cai;21272;354538.71875;16666.91992188
3265;PARAIBA;Casserengue;6985;26546.51367188;3800.5
3266;RIO GRANDE DO SUL;Jaguari;11762;137539.421875;11693.54003906
3267;ESPIRITO SANTO;Rio Novo do Sul;11447;86314.1796875;7540.33007812
3268;SAO PAULO;Itajobi;14683;203594.890625;13866.03027344
3269;CEARA;Tejucuoca;16180;46976.1015625;2903.34008789
3270;PERNAMBUCO;Orobo;22239;91671.5703125;4122.10986328
3271;MINAS GERAIS;Olaria;2479;15796.69824219;6372.20996094
3272;MINAS GERAIS;Santana do Deserto;3977;20955.63671875;5269.20996094
3273;PARA;Capanema;64429;407624.25;6326.72021484
3274;PARANA;Porto Rico;2521;29434.99804688;11675.91992188
3275;MATO GROSSO;Santa Rita do Trivelato;2751;272048.4375;98890.75
3276;PARANA;Cambara;25102;319224.59375;12717.09960938
3277;RORAIMA;Rorainopolis;26546;231527.21875;8721.74023438
3278;SAO PAULO;Ferraz de Vasconcelos;179231;1381021.625;7705.25976562
3279;BAHIA;Igapora;14970;48868.1171875;3264.39990234
3280;PARAIBA;Vista Serrana;3364;12908.87402344;3837.36010742
3281;PARANA;Alto Piquiri;10406;107586.5625;10338.90039062
3282;SAO PAULO;Sao Francisco;2894;26442.50976562;9137.00976562
3283;SAO PAULO;Ocaucu;4341;44971.85546875;10359.79003906
3284;SANTA CATARINA;Itaiopolis;20551;336894.96875;16393.11914062
3285;TOCANTINS;Aurora do Tocantins;3523;26203.36132812;7437.79980469
3286;TOCANTINS;Muricilandia;2958;29540.20507812;9986.54980469
3287;SAO PAULO;Ipigua;4253;34386.9375;8085.33984375
3288;PARA;Conceicao do Araguaia;47237;230119.125;4871.58984375
3289;RIO DE JANEIRO;Miguel Pereira;25866;265608.03125;10268.62011719
3290;PIAUI;Barra D'Alcantara;3886;14653.90332031;3770.94995117
3291;PARANA;Sao Pedro do Ivai;9921;156357.171875;15760.21972656
3292;MINAS GERAIS;Barroso;20253;212967.875;10515.37011719
3293;MINAS GERAIS;Piranga;17836;74883.703125;4198.45996094
3294;SAO PAULO;Pedreira;40752;608301.1875;14926.90039062
3295;RIO GRANDE DO NORTE;Bento Fernandes;5199;27000.75195312;5193.45019531
3296;MARANHAO;Matoes do Norte;11295;37177.8984375;3291.54003906
3297;SAO PAULO;Potim;20668;150657.84375;7289.43017578
3298;SAO PAULO;Santa Fe do Sul;29192;559734.875;19174.25976562
3299;PARANA;Japira;4797;37893.3984375;7899.39013672
3300;RIO GRANDE DO SUL;Estrela;30603;633926.8125;20714.52929688
3301;RIO GRANDE DO SUL;Nova Boa Vista;2113;33201.2890625;15712.87011719
3302;GOIAS;Catalao;81109;3663230.5;45164.2890625
3303;PARANA;Santo Antonio do Paraiso;2315;28536.078125;12326.59960938
3304;MINAS GERAIS;Conceicao de Ipanema;4549;25230.13671875;5546.29980469
3305;PARANA;Santa Tereza do Oeste;9320;122129.3515625;13104.00976562
3306;RIO GRANDE DO SUL;Canudos do Vale;2004;21523.9140625;10740.48046875
3307;SANTA CATARINA;Vitor Meireles;5756;71268.7265625;12381.63964844
3308;MATO GROSSO;Terra Nova do Norte;15190;134435.46875;8850.25976562
3309;SANTA CATARINA;Imbuia;5738;90478.6875;15768.33007812
3310;RIO GRANDE DO SUL;Bento Goncalves;106999;2591081.5;24215.93945312
3311;SAO PAULO;Nova Granada;18683;221840.3125;11873.91015625
3312;PARAIBA;Fagundes;12183;46244.48828125;3795.82006836
3313;MINAS GERAIS;Alagoa;2926;23611.453125;8069.52978516
3314;MINAS GERAIS;Liberdade;5397;38933.765625;7213.95996094
3315;MINAS GERAIS;Santana do Riacho;4405;23585.89648438;5354.35009766
3316;CEARA;Pacatuba;71839;479294.34375;6671.77978516
3317;TOCANTINS;Palmas;188645;2964230.75;15713.26953125
3318;MINAS GERAIS;Capinopolis;16043;217788.640625;13575.30957031
3319;MARANHAO;Cidelandia;12866;81823.40625;6359.66015625
3320;SANTA CATARINA;Uniao do Oeste;3084;37974.44140625;12313.37011719
3321;CEARA;Santana do Cariri;18369;67936.0;3698.39990234
3322;BAHIA;Pocoes;46390;216375.109375;4664.25976562
3323;PARANA;Paulo Frontin;7398;87603.8515625;11841.55957031
3324;SAO PAULO;Quata;12539;327698.0625;26134.31054688
3325;SANTA CATARINA;Jaguaruna;16418;197815.75;12048.70996094
3326;SANTA CATARINA;Seara;17827;578891.9375;32472.75976562
3327;PIAUI;Colonia do Gurgueia;5947;20120.27734375;3383.27001953
3328;BAHIA;Palmeiras;8437;33296.58203125;3946.5
3329;AMAZONAS;Fonte Boa;18803;115856.546875;6161.60009766
3330;GOIAS;Abadia de Goias;6301;38975.1328125;6185.54980469
3331;TOCANTINS;Barra do Ouro;3691;26856.734375;7276.27978516
3332;PARAIBA;Sao Joao do Rio do Peixe;18323;73621.5625;4017.98999023
3333;PARANA;Ivatuba;2786;31708.81835938;11381.49023438
3334;RIO GRANDE DO NORTE;Bom Jesus;8725;41508.27734375;4757.39990234
3335;SAO PAULO;Cacapava;85181;2136769.25;25085.05078125
3336;GOIAS;Novo Brasil;3377;33892.66015625;10036.3203125
3337;PARA;Peixe-Boi;7916;23817.72460938;3008.81005859
3338;GOIAS;Fazenda Nova;6399;59713.46875;9331.69042969
3339;GOIAS;Crixas;15005;209922.59375;13990.1796875
3340;PARANA;Pinhais;118319;2381652.75;20129.08007812
3341;MINAS GERAIS;Januaria;67516;334938.75;4960.87988281
3342;AMAPA;Amapa;7802;81456.1328125;10440.41992188
3343;MINAS GERAIS;Felicio dos Santos;5865;24365.36523438;4154.37011719
3344;PARANA;Formosa do Oeste;7453;98713.546875;13244.80957031
3345;RORAIMA;Sao Luiz;5979;54417.3203125;9101.41015625
3346;MARANHAO;Coelho Neto;45624;157696.421875;3456.43994141
3347;MINAS GERAIS;Chale;5598;29614.703125;5290.22998047
3348;SANTA CATARINA;Coronel Martins;2583;32803.5703125;12699.79980469
3349;RIO GRANDE DO SUL;Novo Tiradentes;2387;25313.7265625;10604.83007812
3350;CEARA;Milha;14826;49370.15625;3329.9699707
3351;MINAS GERAIS;Tres Marias;28042;886700.8125;31620.4609375
3352;PERNAMBUCO;Brejinho;7369;26529.21679688;3600.11010742
3353;GOIAS;Campo Alegre de Goias;6286;233007.375;37067.671875
3354;MINAS GERAIS;Fortuna de Minas;2541;23232.98828125;9143.25
3355;RIO GRANDE DO NORTE;Mossoro;244287;2910955.5;11916.12988281
3356;MINAS GERAIS;Grupiara;1468;16615.0390625;11318.15039062
3357;SAO PAULO;Guaratingueta;113357;2336862.5;20615.0703125
3358;BAHIA;Jussari;6914;33357.0625;4824.56982422
3359;SANTA CATARINA;Mondai;9515;267737.5;28138.4609375
3360;PARAIBA;Conceicao;17988;72604.3203125;4036.26000977
3362;RIO GRANDE DO SUL;Teutonia;27215;613187.8125;22531.25
3363;SAO PAULO;Pontalinda;4200;38302.2890625;9119.58984375
3364;MINAS GERAIS;Arapua;2778;42282.94140625;15220.63964844
3365;MARANHAO;Moncao;28602;94031.5234375;3287.59008789
3366;MARANHAO;Pindare-Mirim;32236;115792.71875;3592.0300293
3367;RIO GRANDE DO SUL;Sao Joao do Polesine;2782;35900.1484375;12904.44042969
3368;MARANHAO;Sitio Novo;16086;63305.64453125;3935.44995117
3369;SANTA CATARINA;Xavantina;4316;80354.28125;18617.76953125
3370;PIAUI;Joaquim Pires;14276;40390.91796875;2829.29003906
3371;SAO PAULO;Batatais;56476;895422.4375;15854.91992188
3372;GOIAS;Nova America;2278;16354.48339844;7179.31982422
3373;BAHIA;Amelia Rodrigues;24491;120464.75;4918.74023438
3374;SAO PAULO;Elias Fausto;15312;528139.1875;34491.8515625
3375;MARANHAO;Cachoeira Grande;9286;26988.92382812;2906.40991211
3376;SAO PAULO;Santa Lucia;8154;64988.95703125;7970.18994141
3377;MINAS GERAIS;Itacambira;5303;27237.48242188;5136.24023438
3378;MINAS GERAIS;Matutina;3789;38726.0078125;10220.63964844
3379;RIO GRANDE DO SUL;Sao Valentim;3996;45793.0;11459.70996094
3380;PARANA;Corumbatai do Sul;4220;30388.60351562;7201.08984375
3381;PARAIBA;Cajazeiras;57875;426916.625;7376.52978516
3382;SAO PAULO;Jales;49996;668454.875;13370.16992188
3383;SANTA CATARINA;Santo Amaro da Imperatriz;18436;209857.84375;11383.04980469
3385;MINAS GERAIS;Francisco Badaro;10604;36256.87890625;3419.16992188
3386;MATO GROSSO DO SUL;Tacuru;9554;94785.0703125;9920.98046875
3387;RIO GRANDE DO NORTE;Lagoa de Pedras;7282;27062.73632812;3716.38989258
3388;RIO GRANDE DO NORTE;Extremoz;22751;134227.40625;5899.85009766
3389;SAO PAULO;Aparecida d'Oeste;4598;46590.22265625;10132.71972656
3390;PARANA;Ivate;8294;118656.671875;14306.33007812
3391;MARANHAO;Bacabal;98489;505599.8125;5133.56982422
3392;GOIAS;Aloandia;2118;17409.11523438;8219.59960938
3393;MINAS GERAIS;Sao Gotardo;32580;373019.53125;11449.33984375
3394;SAO PAULO;Arandu;6212;68926.9375;11095.76953125
3395;BAHIA;Guanambi;79886;491441.5625;6151.79003906
3396;RONDONIA;Ouro Preto do Oeste;36725;406834.21875;11077.84960938
3397;BAHIA;Ichu;6148;19514.67382812;3174.14990234
3398;BAHIA;Riacho de Santana;30602;136802.359375;4470.37011719
3399;MINAS GERAIS;Matozinhos;35233;518959.375;14729.36035156
3400;RIO GRANDE DO SUL;Itacurubi;3712;51409.2890625;13849.49023438
3401;SAO PAULO;Coronel Macedo;5343;58621.4140625;10971.62988281
3402;PARAIBA;Sao Miguel de Taipu;6812;24999.91796875;3669.97998047
3403;RIO GRANDE DO SUL;Charqueadas;36045;723649.875;20076.2890625
3404;RIO GRANDE DO SUL;Alpestre;8880;87360.328125;9837.87011719
3405;PARANA;Santa Amelia;4105;31057.0078125;7565.64990234
3406;PERNAMBUCO;Itapetim;14063;49816.1640625;3542.36010742
3407;PARANA;Rio Bonito do Iguacu;15121;118062.1875;7807.83007812
3408;PIAUI;Guaribas;4491;13286.66894531;2958.51000977
3409;CEARA;Cruz;23540;76905.4609375;3267.01000977
3410;GOIAS;Buriti Alegre;8454;141374.421875;16722.7890625
3411;GOIAS;Terezopolis de Goias;5951;47221.2109375;7935.0
3412;GOIAS;Rialma;10911;119340.1796875;10937.59960938
3413;CEARA;Ocara;24636;75618.8359375;3069.43994141
3414;PERNAMBUCO;Afogados da Ingazeira;35528;174596.234375;4914.33007812
3415;MINAS GERAIS;Nova Era;18579;238511.484375;12837.69042969
3416;CEARA;Paraipaba;29892;141155.40625;4722.18017578
3417;PERNAMBUCO;Sertania;35914;161626.96875;4500.39013672
3418;BAHIA;Andorinha;14201;71736.671875;5051.52001953
3419;MARANHAO;Buriti;26202;99994.796875;3816.30004883
3420;PARAIBA;Monteiro;31100;165522.65625;5322.27001953
3421;SAO PAULO;Mirante do Paranapanema;18131;122058.875;6732.04980469
3422;MATO GROSSO;Barao de Melgaco;7851;59532.46484375;7582.79003906
3423;GOIAS;Estrela do Norte;3223;24145.83007812;7491.72998047
3424;RIO GRANDE DO NORTE;Currais Novos;43536;289145.5625;6641.52978516
3425;SAO PAULO;Itatiba;99047;2928060.75;29562.33984375
3426;PARA;Obidos;48429;205298.015625;4239.14990234
3427;SANTA CATARINA;Braco do Norte;29317;502818.3125;17151.08007812
3428;PARAIBA;Duas Estradas;3855;19897.0703125;5161.37011719
3429;PIAUI;Fronteiras;11502;164702.8125;14319.49023438
3430;MINAS GERAIS;Serra da Saudade;890;10433.84667969;11723.41992188
3431;SERGIPE;Sao Miguel do Aleixo;3813;23908.3203125;6270.20996094
3432;PARANA;Campo Mourao;85896;1710904.875;19918.33007812
3433;SAO PAULO;Osasco;718646;31616452.0;43994.46875
3434;MINAS GERAIS;Eloi Mendes;25532;248070.1875;9716.04980469
3435;AMAZONAS;Sao Paulo de Olivenca;32958;109349.2890625;3317.84008789
3436;PARANA;Nova Londrina;12898;164492.28125;12753.3203125
3437;MINAS GERAIS;Jenipapo de Minas;7242;29253.85351562;4039.4699707
3438;SAO PAULO;Analandia;4558;70821.875;15537.9296875
3439;BAHIA;Tabocas do Brejo Velho;12608;44926.98828125;3563.37011719
3440;MINAS GERAIS;Estrela do Sul;7439;131656.03125;17698.08007812
3441;SANTA CATARINA;Matos Costa;2826;27616.203125;9772.19042969
3442;PERNAMBUCO;Jupi;14461;70330.21875;4863.43994141
3443;MINAS GERAIS;Fervedouro;10754;55018.7890625;5116.12011719
3444;MINAS GERAIS;Lambari;19244;154348.234375;8020.58984375
3445;MINAS GERAIS;Ponto dos Volantes;11458;41717.6640625;3640.91992188
3446;BAHIA;Brotas de Macaubas;10949;41737.30859375;3811.9699707
3447;PARAIBA;Teixeira;14177;57575.5078125;4061.18994141
3448;BAHIA;Lajedo do Tabocal;8999;47203.65234375;5245.43017578
3449;MARANHAO;Tuntum;39380;133867.625;3399.37988281
3450;MINAS GERAIS;Conceicao dos Ouros;10869;100532.8515625;9249.5
3451;MINAS GERAIS;Sao Jose da Lapa;19234;264196.1875;13735.88964844
3452;MINAS GERAIS;Guiricema;9116;56681.55078125;6217.81005859
3453;RONDONIA;Nova Brasilandia D'Oeste;17698;163247.671875;9224.0703125
3454;MINAS GERAIS;Sao Joao Batista do Gloria;7198;314871.53125;43744.30859375
3455;SAO PAULO;Poa;112481;2275422.0;20229.390625
3456;RIO GRANDE DO SUL;Coqueiros do Sul;3342;45537.92578125;13625.95019531
3457;CEARA;Umirim;19044;60732.4140625;3189.06005859
3458;MINAS GERAIS;Augusto de Lima;4599;34932.56640625;7595.68994141
3459;RIO GRANDE DO SUL;Tres Palmeiras;4469;59938.80859375;13412.12988281
3460;SAO PAULO;Taguai;10849;120494.609375;11106.51953125
3461;PARAIBA;Pirpirituba;10546;40174.56640625;3809.45996094
3462;SANTA CATARINA;Formosa do Sul;2683;33405.02734375;12450.62011719
3463;MARANHAO;Benedito Leite;5567;18226.36132812;3274.0
3464;ALAGOAS;Palestina;5071;15465.23339844;3049.73999023
3465;RIO GRANDE DO SUL;Constantina;10191;117948.4921875;11573.79003906
3466;GOIAS;Pilar de Goias;2821;22013.68359375;7803.5
3467;SAO PAULO;Guatapara;6382;92286.71875;14460.46972656
3468;SERGIPE;Ribeiropolis;16194;113096.484375;6983.85009766
3469;SANTA CATARINA;Campo Alegre;11713;169965.046875;14510.79980469
3470;BAHIA;Pirai do Norte;8818;36207.7734375;4106.12011719
3471;MINAS GERAIS;Sao Bras do Suacui;3657;70678.1171875;19326.80078125
3472;RIO GRANDE DO SUL;Sobradinho;14744;170510.5;11564.74023438
3473;SAO PAULO;Candido Rodrigues;2770;48428.26171875;17483.13085938
3474;MINAS GERAIS;Coracao de Jesus;27110;137973.40625;5089.39013672
3475;SANTA CATARINA;Joacaba;25322;851195.8125;33614.87109375
3476;MINAS GERAIS;Francisco Sa;25994;159273.59375;6127.31982422
3477;SERGIPE;Estancia;63582;793643.5625;12482.20996094
3478;SANTA CATARINA;Abelardo Luz;16899;412689.84375;24420.9609375
3479;PARAIBA;Olho d'Agua;7642;28109.671875;3678.31005859
3480;ALAGOAS;Capela;17366;73067.953125;4207.52978516
3481;RIO GRANDE DO SUL;Cruz Alta;64438;1524519.25;23658.69921875
3482;PIAUI;Arraial;5165;15607.98242188;3021.87011719
3483;SAO PAULO;Santa Cruz do Rio Pardo;43483;821050.5;18882.09960938
3484;MARANHAO;Lago do Junco;9888;38999.54296875;3944.12988281
3485;MINAS GERAIS;Juramento;4108;28704.66015625;6987.5
3486;GOIAS;Sanclerlandia;7936;88431.5625;11143.08984375
3487;PIAUI;Cajueiro da Praia;7286;22541.13671875;3093.76000977
3488;MINAS GERAIS;Santa Cruz de Salinas;5466;22361.55664062;4091.0300293
3489;MINAS GERAIS;Umburatiba;2844;18525.68945312;6513.95996094
3490;PIAUI;Pedro Ii;37850;113815.4375;3007.01000977
3491;SAO PAULO;Alvaro de Carvalho;4984;36335.70703125;7290.47021484
3492;MINAS GERAIS;Abadia dos Dourados;6805;71222.171875;10466.15039062
3493;PARANA;Santa Cruz de Monte Castelo;8015;86949.40625;10848.33984375
3494;PARANA;California;7767;56040.73828125;7215.24023438
3495;PARANA;Nova Fatima;8259;64224.46875;7776.29980469
3496;SAO PAULO;Americana;205229;6126170.5;29850.41015625
3497;TOCANTINS;Fatima;4123;33895.98046875;8221.19042969
3498;MATO GROSSO;Nova Xavantina;19398;223776.71875;11536.0703125
3499;RIO GRANDE DO SUL;Cerrito;6767;51965.35546875;7679.22998047
3500;RIO GRANDE DO NORTE;Ares;12732;162538.609375;12766.15039062
3501;RIO GRANDE DO SUL;Lagoao;6702;59938.05078125;8943.30957031
3502;PARA;Dom Eliseu;39088;229661.15625;5875.49023438
3503;MINAS GERAIS;Almenara;38531;211526.859375;5489.77978516
3504;PERNAMBUCO;Passira;28518;105706.2578125;3706.64990234
3505;GOIAS;Neropolis;20260;338301.90625;16698.01953125
3506;MINAS GERAIS;Guaraciaba;10820;44316.84375;4095.83007812
3507;PARANA;Francisco Beltrao;76311;1176560.375;15417.96972656
3509;MINAS GERAIS;Ferros;11531;58730.26953125;5093.25
3510;SAO PAULO;Avai;5170;46511.03125;8996.33007812
3511;RIO GRANDE DO SUL;Guapore;22589;334787.625;14820.83007812
3512;SAO PAULO;Pirapozinho;25236;393270.96875;15583.73046875
3513;PARA;Sao Geraldo do Araguaia;25027;130322.4453125;5207.27001953
3514;PARANA;Santa Terezinha de Itaipu;20539;254992.921875;12415.05957031
3515;GOIAS;Alto Horizonte;3392;411189.625;121223.359375
3516;PARANA;Angulo;2893;32694.72851562;11301.3203125
3517;SAO PAULO;Reginopolis;8172;64745.5625;7922.85009766
3518;PARAIBA;Caturite;4629;32676.77929688;7059.14013672
3519;RIO GRANDE DO SUL;Ivoti;20160;364619.03125;18086.25976562
3520;GOIAS;Mineiros;48329;886822.875;18349.69921875
3521;CEARA;Acarau;54753;230465.71875;4209.18994141
3522;TOCANTINS;Tupiratins;2143;30757.4375;14352.50976562
3523;RIO DE JANEIRO;Itaborai;228996;2013343.625;8792.04980469
3524;RIO GRANDE DO SUL;Minas do Leao;8124;81327.3671875;10010.75
3525;SAO PAULO;Euclides da Cunha Paulista;10168;61219.453125;6020.79980469
3526;MINAS GERAIS;Oratorios;4538;27503.37695312;6060.68017578
3527;RIO GRANDE DO SUL;Flores da Cunha;26695;517292.5;19377.88085938
3528;PERNAMBUCO;Bodoco;34988;135253.546875;3865.70996094
3529;BAHIA;Monte Santo;53429;161170.625;3016.54003906
3530;SANTA CATARINA;Turvo;11427;334084.625;29236.41992188
3531;MINAS GERAIS;Joaima;15464;68067.1015625;4401.64990234
3532;MATO GROSSO DO SUL;Bandeirantes;6001;109730.15625;18285.31054688
3533;MATO GROSSO;Primavera do Leste;46933;1969609.0;41966.3984375
3534;PARAIBA;Pilar;11737;48637.65625;4143.95996094
3535;PARANA;Kalore;4718;48218.3984375;10220.08984375
3536;SAO PAULO;Embauba;2442;35835.5;14674.65039062
3537;RIO GRANDE DO SUL;Terra de Areia;10389;84932.109375;8175.20019531
3538;PARANA;Guaraci;5183;38261.27734375;7382.06982422
3539;BAHIA;Matina;13245;33801.07421875;2551.98999023
3540;MATO GROSSO;Colniza;31597;299267.5;9471.38964844
3541;RIO GRANDE DO SUL;Boa Vista do Sul;2700;37583.06640625;13919.65039062
